,0,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15
0,0.0003700016901947401,0.00021200494612754015,0.00015500693962479552,6.20007365099565e-05,9.399931652093555e-05,2.2001288263993843e-05,0.00015400342426205555,8.900036933028575e-05,5.600029612128026e-05,-5.999913210539914e-05,0.00013800225551365938,0.00022299963736851684,1.199855006963563e-05,8.500037596140688e-05,6.000134587072423e-06,1.5998899623313427e-05
1,0.0003699981262903514,0.00021199951080483188,0.00015500276729030923,6.199952505854876e-05,9.400014610686616e-05,2.2000750194493623e-05,0.00015400038280261776,8.900017789361977e-05,5.600015993793501e-05,-5.999956830165361e-05,0.0001380029823693875,0.00022299786993139884,1.2000386875802302e-05,8.499984859230766e-05,5.9988101487904605e-06,1.599844878049748e-05
2,0.0003700102789804969,0.0002119895226456976,0.00015500136757052663,6.200131046245184e-05,9.400288453471724e-05,2.200185591038541e-05,0.00015400224082558748,8.900030311591843e-05,5.6000343594082845e-05,-5.999898376559893e-05,0.00013799611795207274,0.00022300202948515263,1.2001936726500946e-05,8.499991568454998e-05,5.999493878907123e-06,1.5998340037660767e-05
3,0.0003700095292256116,0.0002119927242442678,0.00015500322475061777,6.19991790256196e-05,9.400225072253576e-05,2.2001113524391092e-05,0.00015400172836457053,8.900028219515095e-05,5.600022978692394e-05,-5.999932088554389e-05,0.0001380025793569691,0.00022299883972067946,1.2000031418341008e-05,8.499783391458399e-05,5.999182163010085e-06,1.5999081185122146e-05
4,0.00037000557098003237,0.00021199368760398807,0.0001550015354834054,6.199973868612907e-05,9.400168910675145e-05,2.2003103050205714e-05,0.0001540020596511726,8.900050988626083e-05,5.600051178716769e-05,-5.999843124593137e-05,0.00013800709035084868,0.00022299804109095987,1.1998137308537972e-05,8.500020255365319e-05,5.99790665441531e-06,1.599927675034806e-05
5,0.00036999295334053046,0.0002120037935765078,0.00015500103128330908,6.200049454204366e-05,9.40023619015061e-05,2.200283686238963e-05,0.00015400520413758276,8.900056220409489e-05,5.6000543926049735e-05,-5.999839306745011e-05,0.00013800382173311237,0.0002229968506017929,1.1996958322747584e-05,8.500152674439574e-05,6.000692082986521e-06,1.6003291889284782e-05
6,0.0003699999714755849,0.00021198625987436026,0.00015500169491548845,6.200060622860698e-05,9.399964435866798e-05,2.1998948231649913e-05,0.000154001230849086,8.899984073078048e-05,5.5999826409409394e-05,-6.0000542174903695e-05,0.00013799927633283168,0.00022300010062659386,1.2000788818296603e-05,8.499835384689563e-05,5.997973025178433e-06,1.6000227692373124e-05
7,0.0003700029662381266,0.0002119977987857337,0.00015499948217625082,6.200005787063858e-05,9.400154913611092e-05,2.200004548432212e-05,0.00015400434406937175,8.900002477381685e-05,5.600010304082759e-05,-5.999976772978301e-05,0.0001380050213750723,0.00022299964031290565,1.1996397110466877e-05,8.499882322369725e-05,6.001383592915597e-06,1.599924369452173e-05
8,0.0003700054207045989,0.00021200171841206694,0.00015500352303890024,6.20001070515654e-05,9.400057582338448e-05,2.2004153472762796e-05,0.00015400144352740574,8.900070197495949e-05,5.600070600904697e-05,-5.999787130245761e-05,0.00013800332888574442,0.00022300146136876146,1.1998537906492e-05,8.499721229792985e-05,6.0013867195983505e-06,1.5998309973293183e-05
9,0.0003699984563606106,0.0002120032057908552,0.00015500150245434437,6.199987276966684e-05,9.400006505834788e-05,2.20031980209869e-05,0.00015400155508167712,8.900050093697324e-05,5.600051245044628e-05,-5.9998425376146515e-05,0.00013800121979638973,0.0002230011819255984,1.199940601591463e-05,8.500068333476242e-05,5.998483570115908e-06,1.5998220306945817e-05
10,0.0003700079096296844,0.0002120089705430489,0.0001550044513763495,6.20007548753321e-05,9.399951055501944e-05,2.200314782888146e-05,0.00015400036231176132,8.900048712574024e-05,5.600054699748086e-05,-5.9998353069341535e-05,0.00013799704500754603,0.00022300047373920677,1.200362816646829e-05,8.499955164992785e-05,6.000713205007737e-06,1.5999798712606277e-05
11,0.0003700114422648984,0.0002120002012050446,0.0001550075637867186,6.200191042394225e-05,9.399839457704418e-05,2.200054965263203e-05,0.00015400092150076039,8.900002658472128e-05,5.600012987873834e-05,-5.999962506121305e-05,0.00013800331522025475,0.0002230006706647319,1.1995295632191698e-05,8.499920841942007e-05,5.999446746103812e-06,1.6001254573342497e-05
12,0.0003700043702669218,0.00021201391388579277,0.0001550050485616133,6.200000016985807e-05,9.400053289364191e-05,2.199759652186114e-05,0.00015400173839940934,8.899962018034132e-05,5.5999713209223095e-05,-6.000093568991816e-05,0.0001380033963510215,0.00022299947166652673,1.1998665701768445e-05,8.499777713723606e-05,6.001080924492646e-06,1.5998911548401006e-05
13,0.0003700127729529743,0.0002120177056275616,0.00015500109620365826,6.199943585728596e-05,9.400307035053162e-05,2.2000331721571594e-05,0.00015400145226210008,8.900013335762588e-05,5.600017283888738e-05,-5.9999520041084325e-05,0.00013800008376234113,0.00022300207597084027,1.1997693586479891e-05,8.499977075054504e-05,6.00104670959495e-06,1.600024550239906e-05
14,0.00037000995573574437,0.0002119904305727157,0.0001550048216458554,6.199930200053568e-05,9.400268318097476e-05,2.2000903750321666e-05,0.0001540045732023143,8.90002976165882e-05,5.600024971353856e-05,-5.9999287671010113e-05,0.00013800373653809466,0.00022300139844326117,1.1998475330400909e-05,8.499869340496717e-05,5.9978511521613314e-06,1.5997157873616265e-05
15,0.0003700018996291375,0.00021200854712625703,0.00015500533392098857,6.200003589381765e-05,9.400040513195063e-05,2.200136497268621e-05,0.0001540045100838331,8.900035558224172e-05,5.600032695877679e-05,-5.9999052617269895e-05,0.000138000555904983,0.00022300228137490791,1.1999107157027412e-05,8.499752384408772e-05,5.999579495479283e-06,1.5998669914915487e-05
16,0.000370013563323954,0.00021200474274129944,0.00015499720337023716,6.200034421535601e-05,9.400237704606412e-05,2.200161667593424e-05,0.0001540019398673389,8.900028447542571e-05,5.6000315093216485e-05,-5.9999046026893843e-05,0.00013800128665556022,0.00022299962954990904,1.2001429000143299e-05,8.499761767555891e-05,5.998112671948071e-06,1.599864911819252e-05
17,0.0003699980272771493,0.00021201012637038535,0.00015499824114761514,6.200083952166614e-05,9.40003204235869e-05,2.200146189966321e-05,0.00015400308367515323,8.900035124509519e-05,5.60003132812832e-05,-5.999909323239493e-05,0.00013799722990337192,0.0002230025084276192,1.1999071527242115e-05,8.500143382273359e-05,5.999730190035068e-06,1.6000447146981496e-05
18,0.00037000010422601453,0.00021198930442768588,0.0001550012521024705,6.199961916455384e-05,9.400033602386937e-05,2.2000723307091924e-05,0.0001540015168189375,8.900016773366515e-05,5.6000124072932896e-05,-5.9999630326131215e-05,0.00013799953149705213,0.0002230016744971553,1.199614260868469e-05,8.500128071104831e-05,5.998559096507237e-06,1.6001845074773093e-05
19,0.0003700028023101791,0.00021200525337801537,0.0001550022250399615,6.200030676660646e-05,9.39990614029277e-05,2.2002223938226602e-05,0.00015400361576811634,8.900039171625447e-05,5.600042100921689e-05,-5.999875079361166e-05,0.00013800248878688545,0.00022299921280864623,1.19978432082918e-05,8.500115983071723e-05,6.00105545414331e-06,1.5999758027646783e-05
20,0.0003699994303743549,0.00021199944360491418,0.000155003842707026,6.200135989913377e-05,9.399949978555947e-05,2.199818500310644e-05,0.00015399890000641482,8.899984855401734e-05,5.599975874087324e-05,-6.000079020108974e-05,0.00013800007988901247,0.0002230019711324692,1.2000450764822348e-05,8.499836876449107e-05,5.99850103659661e-06,1.599803456104755e-05
21,0.00037002282820900926,0.00021201657103144225,0.00015499870130103276,6.200088805574071e-05,9.400246515529164e-05,2.1997735676145077e-05,0.0001539979182566408,8.899969168301092e-05,5.599975598755285e-05,-6.0000814504825783e-05,0.00013799930084836237,0.0002230008595080417,1.2000124552662018e-05,8.499902624093181e-05,5.999402300963775e-06,1.5999265738140315e-05
